7.8821	0.2469	0.01	12.8821	0.12345	0.01
7.8827	0.2466	0.01	12.8827	0.1233	0.01
7.8781	0.2469	0.01	12.8781	0.12345	0.01
7.943	0.247	0.01	12.943	0.1235	0.01
8.1045	0.2471	0.01	13.1045	0.12355	0.01
8.276	0.2474	0.01	13.276	0.1237	0.01
8.4011	0.2481	0.01	13.4011	0.12405	0.01
8.5361	0.2484	0.01	13.5361	0.1242	0.01
8.6895	0.2484	0.01	13.6895	0.1242	0.01
8.7467	0.2486	0.01	13.7467	0.1243	0.01
8.7636	0.2485	0.01	13.7636	0.12425	0.01
8.8096	0.2484	0.01	13.8096	0.1242	0.01
8.8744	0.2478	0.01	13.8744	0.1239	0.01
9.0242	0.2473	0.01	14.0242	0.12365	0.01
9.0731	0.2478	0.01	14.0731	0.1239	0.01
9.0148	0.2476	0.01	14.0148	0.1238	0.01
8.9453	0.2479	0.01	13.9453	0.12395	0.01
8.9796	0.2478	0.01	13.9796	0.1239	0.01
9.1032	0.2475	0.01	14.1032	0.12375	0.01
9.2565	0.2475	0.01	14.2565	0.12375	0.01
9.3069	0.2477	0.01	14.3069	0.12385	0.01
9.3132	0.2477	0.01	14.3132	0.12385	0.01
9.339	0.2473	0.01	14.339	0.12365	0.01
9.4076	0.2472	0.01	14.4076	0.1236	0.01
9.4763	0.2471	0.01	14.4763	0.12355	0.01
9.6149	0.2475	0.01	14.6149	0.12375	0.01
9.6611	0.2483	0.01	14.6611	0.12415	0.01
9.7392	0.2485	0.01	14.7392	0.12425	0.01
9.8308	0.2487	0.01	14.8308	0.12435	0.01
10.007	0.2491	0.01	15.007	0.12455	0.01
10.01068	0.2493	0.01	15.01068	0.12465	0.01
10.01074	0.2493	0.01	15.01074	0.12465	0.01
10.01523	0.2494	0.01	15.01523	0.1247	0.01
10.3384	0.2495	0.01	15.3384	0.12475	0.01
10.01358	0.2495	0.01	15.01358	0.12475	0.01
10.7275	0.2496	0.01	15.7275	0.1248	0.01
10.8561	0.2499	0.01	15.8561	0.12495	0.01
10.8965	0.25	0.01	15.8965	0.125	0.01
10.8787	0.2505	0.01	15.8787	0.12525	0.01
10.8834	0.2505	0.01	15.8834	0.12525	0.01
10.8706	0.2501	0.01	15.8706	0.12505	0.01
10.887	0.2492	0.01	15.887	0.1246	0.01
10.9318	0.2487	0.01	15.9318	0.12435	0.01
10.9761	0.2481	0.01	15.9761	0.12405	0.01
11.0607	0.2479	0.01	16.0607	0.12395	0.01
11.1261	0.2474	0.01	16.1261	0.1237	0.01
11.2539	0.2473	0.01	16.2539	0.12365	0.01
11.3351	0.2475	0.01	16.3351	0.12375	0.01
11.3242	0.2476	0.01	16.3242	0.1238	0.01
11.3929	0.2473	0.01	16.3929	0.12365	0.01
11.5597	0.2473	0.01	16.5597	0.12365	0.01
11.6977	0.2475	0.01	16.6977	0.12375	0.01
11.7277	0.2477	0.01	16.7277	0.12385	0.01
11.7142	0.2479	0.01	16.7142	0.12395	0.01
11.7007	0.2481	0.01	16.7007	0.12405	0.01
11.7413	0.2479	0.01	16.7413	0.12395	0.01
11.8304	0.2473	0.01	16.8304	0.12365	0.01
11.9488	0.2467	0.01	16.9488	0.12335	0.01
12.0877	0.246	0.01	17.0877	0.123	0.01
12.1396	0.2454	0.01	17.1396	0.1227	0.01
12.1953	0.2457	0.01	17.1953	0.12285	0.01
12.3169	0.246	0.01	17.3169	0.123	0.01
12.4471	0.2456	0.01	17.4471	0.1228	0.01
12.4343	0.2451	0.01	17.4343	0.12255	0.01
12.4514	0.2453	0.01	17.4514	0.12265	0.01
12.5287	0.2454	0.01	17.5287	0.1227	0.01
12.5288	0.2457	0.01	17.5288	0.12285	0.01
12.587	0.246	0.01	17.587	0.123	0.01
12.7156	0.2462	0.01	17.7156	0.1231	0.01
12.8639	0.2458	0.01	17.8639	0.1229	0.01
12.9829	0.2455	0.01	17.9829	0.12275	0.01
13.0716	0.2453	0.01	18.0716	0.12265	0.01
13.1331	0.2449	0.01	18.1331	0.12245	0.01
13.1598	0.2444	0.01	18.1598	0.1222	0.01
13.2571	0.2439	0.01	18.2571	0.12195	0.01
13.2993	0.2435	0.01	18.2993	0.12175	0.01
13.3324	0.2431	0.01	18.3324	0.12155	0.01
13.4057	0.2431	0.01	18.4057	0.12155	0.01
13.4826	0.2434	0.01	18.4826	0.1217	0.01
13.5586	0.2432	0.01	18.5586	0.1216	0.01
13.5983	0.243	0.01	18.5983	0.1215	0.01
13.7108	0.243	0.01	18.7108	0.1215	0.01
13.8714	0.2427	0.01	18.8714	0.12135	0.01
13.9764	0.2424	0.01	18.9764	0.1212	0.01
14.0814	0.2421	0.01	19.0814	0.12105	0.01
14.1156	0.2417	0.01	19.1156	0.12085	0.01
14.1909	0.2419	0.01	19.1909	0.12095	0.01
14.3371	0.2414	0.01	19.3371	0.1207	0.01
14.4604	0.2412	0.01	19.4604	0.1206	0.01
14.4698	0.2409	0.01	19.4698	0.12045	0.01
14.4954	0.2401	0.01	19.4954	0.12005	0.01
14.5299	0.2394	0.01	19.5299	0.1197	0.01
14.5304	0.2389	0.01	19.5304	0.11945	0.01
14.4596	0.2386	0.01	19.4596	0.1193	0.01
14.4633	0.2381	0.01	19.4633	0.11905	0.01
14.5473	0.2379	0.01	19.5473	0.11895	0.01
14.6751	0.2379	0.01	19.6751	0.11895	0.01
14.7495	0.238	0.01	19.7495	0.119	0.01
14.8633	0.2385	0.01	19.8633	0.11925	0.01
14.9785	0.2386	0.01	19.9785	0.1193	0.01
15.0014	0.2383	0.011	20.0014	0.11915	0.011
15.0324	0.2379	0.0447	20.0324	0.11895	0.0447
15.1726	0.2378	0.0269	20.1726	0.1189	0.0269
15.2799	0.2373	0.0342	20.2799	0.11865	0.0342
15.2856	0.2371	0.01147	20.2856	0.11855	0.01147
15.3071	0.2369	0.0135	20.3071	0.11845	0.0135
15.3067	0.2369	0.01337	20.3067	0.11845	0.01337
15.2926	0.2365	0.2002	20.2926	0.11825	0.2002
15.3683	0.2362	0.3583	20.3683	0.1181	0.3583
15.5126	0.2356	0.6432	20.5126	0.1178	0.6432
15.6165	0.2353	0.7729	20.6165	0.11765	0.7729
15.6694	0.2352	0.8064	20.6694	0.1176	0.8064
15.7058	0.2352	0.8858	20.7058	0.1176	0.8858
15.7054	0.2353	0.897	20.7054	0.11765	0.897
15.7049	0.2354	0.8693	20.7049	0.1177	0.8693
15.6914	0.2357	0.8846	20.6914	0.11785	0.8846
15.6856	0.2363	0.8872	20.6856	0.11815	0.8872
15.6499	0.2364	0.8808	20.6499	0.1182	0.8808
15.577	0.2364	0.9013	20.577	0.1182	0.9013
15.5824	0.2366	1.1216	20.5824	0.1183	1.1216
15.6151	0.2365	1.2387	20.6151	0.11825	1.2387
15.7271	0.2366	1.3228	20.7271	0.1183	1.3228
15.7539	0.2368	1.7121	20.7539	0.1184	1.7121
15.8319	0.2363	1.9996	20.8319	0.11815	1.9996
15.9095	0.2361	2.1364	20.9095	0.11805	2.1364
15.8952	0.2363	2.3216	20.8952	0.11815	2.3216
15.917	0.236	2.6031	20.917	0.118	2.6031
15.9311	0.2359	2.9796	20.9311	0.11795	2.9796
15.9679	0.2359	3.1313	20.9679	0.11795	3.1313
16.0348	0.2355	3.1916	21.0348	0.11775	3.1916
16.0656	0.235	3.2729	21.0656	0.1175	3.2729
16.0398	0.2345	3.2413	21.0398	0.11725	3.2413
16.0414	0.2344	3.3637	21.0414	0.1172	3.3637
16.0631	0.2345	3.4831	21.0631	0.11725	3.4831
16.0753	0.2344	3.7364	21.0753	0.1172	3.7364
16.0857	0.2346	4.0189	21.0857	0.1173	4.0189
16.12	0.2342	3.7862	21.12	0.1171	3.7862
16.2201	0.2336	3.3266	21.2201	0.1168	3.3266
16.3273	0.2326	3.0883	21.3273	0.1163	3.0883
16.3304	0.2322	2.8246	21.3304	0.1161	2.8246
16.3004	0.2319	3.3597	21.3004	0.11595	3.3597
16.3187	0.2319	3.6272	21.3187	0.11595	3.6272
16.3601	0.232	3.7026	21.3601	0.116	3.7026
16.3807	0.2319	3.7717	21.3807	0.11595	3.7717
16.4013	0.2319	3.6444	21.4013	0.11595	3.6444
16.3634	0.2322	2.96	21.3634	0.1161	2.96
16.2969	0.2326	2.9683	21.2969	0.1163	2.9683
16.2485	0.2322	3.5123	21.2485	0.1161	3.5123
16.1867	0.2323	3.3055	21.1867	0.11615	3.3055
16.1371	0.2332	3.2008	21.1371	0.1166	3.2008
16.1416	0.234	2.7005	21.1416	0.117	2.7005
16.1643	0.2336	3.1829	21.1643	0.1168	3.1829
16.203	0.2332	3.6878	21.203	0.1166	3.6878
16.2279	0.2332	3.6936	21.2279	0.1166	3.6936
16.2566	0.2331	3.6833	21.2566	0.11655	3.6833
16.2776	0.2328	3.0452	21.2776	0.1164	3.0452
16.2567	0.2324	2.7578	21.2567	0.1162	2.7578
16.2172	0.2326	2.738	21.2172	0.1163	2.738
16.1799	0.2329	2.5315	21.1799	0.11645	2.5315
16.1905	0.2329	2.5209	21.1905	0.11645	2.5209
16.2331	0.2324	2.4874	21.2331	0.1162	2.4874
16.1583	0.2322	2.5427	21.1583	0.1161	2.5427
16.0312	0.2323	2.0769	21.0312	0.11615	2.0769
15.922	0.2325	2.0218	20.922	0.11625	2.0218
15.8565	0.2327	1.878	20.8565	0.11635	1.878
15.8447	0.2325	2.0241	20.8447	0.11625	2.0241
15.8583	0.2323	1.8435	20.8583	0.11615	1.8435
15.7799	0.2326	1.5891	20.7799	0.1163	1.5891
15.7248	0.2331	1.8522	20.7248	0.11655	1.8522
15.7295	0.2339	1.9429	20.7295	0.11695	1.9429
15.677	0.2347	2.1279	20.677	0.11735	2.1279
15.5559	0.2352	2.1192	20.5559	0.1176	2.1192
15.4689	0.2354	1.7178	20.4689	0.1177	1.7178
15.3983	0.2354	1.7042	20.3983	0.1177	1.7042
15.3277	0.2355	1.6992	20.3277	0.11775	1.6992
15.1932	0.236	1.2944	20.1932	0.118	1.2944
15.0869	0.2362	1.2798	20.0869	0.1181	1.2798
15.097	0.2367	0.01759	20.097	0.11835	0.01759
15.0961	0.237	0.01	20.0961	0.1185	0.01
15.0766	0.2367	0.4424	20.0766	0.11835	0.4424
15.0693	0.2367	1.2327	20.0693	0.11835	1.2327
15.0503	0.2366	1.2177	20.0503	0.1183	1.2177
14.9779	0.2368	1.115	19.9779	0.1184	1.115
14.9358	0.2366	1.0336	19.9358	0.1183	1.0336
14.9302	0.236	0.6515	19.9302	0.118	0.6515
14.9521	0.2356	0.01621	19.9521	0.1178	0.01621
14.9109	0.2353	0.2133	19.9109	0.11765	0.2133
14.8589	0.2353	0.01	19.8589	0.11765	0.01
14.8745	0.235	0.01	19.8745	0.1175	0.01
14.815	0.2349	0.01	19.815	0.11745	0.01
14.7802	0.235	0.01867	19.7802	0.1175	0.01867
14.7203	0.2361	0.2497	19.7203	0.11805	0.2497
14.661	0.2367	0.01878	19.661	0.11835	0.01878
14.548	0.237	0.083	19.548	0.1185	0.083
14.3862	0.2371	0.01	19.3862	0.11855	0.01
14.2408	0.2371	0.01	19.2408	0.11855	0.01
14.0172	0.2369	0.01	19.0172	0.11845	0.01
13.8974	0.2371	0.01	18.8974	0.11855	0.01
13.8312	0.2373	0.01	18.8312	0.11865	0.01
13.7353	0.2372	0.01	18.7353	0.1186	0.01
13.6083	0.2371	0.01	18.6083	0.11855	0.01
13.4371	0.2377	0.01	18.4371	0.11885	0.01
13.3042	0.2383	0.01	18.3042	0.11915	0.01
13.243	0.2386	0.01	18.243	0.1193	0.01
13.1818	0.239	0.01	18.1818	0.1195	0.01
13.1579	0.2394	0.01	18.1579	0.1197	0.01
13.1015	0.2397	0.01	18.1015	0.11985	0.01
13.1899	0.2392	0.01	18.1899	0.1196	0.01
13.2467	0.2388	0.01	18.2467	0.1194	0.01
13.228	0.2382	0.01	18.228	0.1191	0.01
13.1757	0.2381	0.01	18.1757	0.11905	0.01
13.0738	0.2386	0.01	18.0738	0.1193	0.01
12.9405	0.2394	0.01	17.9405	0.1197	0.01
12.8636	0.2402	0.01	17.8636	0.1201	0.01
12.7716	0.2403	0.01	17.7716	0.12015	0.01
12.6508	0.2401	0.01	17.6508	0.12005	0.01
12.4973	0.2398	0.01	17.4973	0.1199	0.01
12.4134	0.2398	0.01	17.4134	0.1199	0.01
12.3747	0.2399	0.01	17.3747	0.11995	0.01
12.3435	0.2401	0.01	17.3435	0.12005	0.01
12.2975	0.2401	0.01	17.2975	0.12005	0.01
12.2397	0.2401	0.01	17.2397	0.12005	0.01
12.1568	0.2401	0.01	17.1568	0.12005	0.01
12.0313	0.2399	0.01	17.0313	0.11995	0.01
11.7888	0.2396	0.01	16.7888	0.1198	0.01
11.5327	0.2397	0.01	16.5327	0.11985	0.01
11.3266	0.2398	0.01	16.3266	0.1199	0.01
11.2274	0.2401	0.01	16.2274	0.12005	0.01
11.1868	0.2404	0.01	16.1868	0.1202	0.01
11.1389	0.2407	0.01	16.1389	0.12035	0.01
11.0553	0.2406	0.01	16.0553	0.1203	0.01
10.9133	0.2403	0.01	15.9133	0.12015	0.01
10.8507	0.24	0.01	15.8507	0.12	0.01
10.7908	0.2405	0.01	15.7908	0.12025	0.01
10.7309	0.241	0.01	15.7309	0.1205	0.01
10.01964	0.2419	0.01	15.01964	0.12095	0.01
10.01028	0.2422	0.01	15.01028	0.1211	0.01
10.4175	0.2428	0.01	15.4175	0.1214	0.01
10.3722	0.2428	0.01	15.3722	0.1214	0.01
10.3275	0.2429	0.01	15.3275	0.12145	0.01
10.257	0.2432	0.01	15.257	0.1216	0.01
10.2064	0.2434	0.01	15.2064	0.1217	0.01
10.01331	0.2431	0.01	15.01331	0.12155	0.01
10.0179	0.2431	0.01	15.0179	0.12155	0.01
9.9607	0.2434	0.01	14.9607	0.1217	0.01
9.8847	0.2438	0.01	14.8847	0.1219	0.01
9.71	0.2453	0.01	14.71	0.12265	0.01
9.5773	0.2457	0.01	14.5773	0.12285	0.01
9.5175	0.2451	0.01	14.5175	0.12255	0.01
9.3685	0.2448	0.01	14.3685	0.1224	0.01
9.2494	0.2451	0.01	14.2494	0.12255	0.01
9.1063	0.2455	0.01	14.1063	0.12275	0.01
8.9938	0.2451	0.01	13.9938	0.12255	0.01
8.8849	0.2445	0.01	13.8849	0.12225	0.01
8.7893	0.244	0.01	13.7893	0.122	0.01
8.6994	0.244	0.01	13.6994	0.122	0.01
8.5834	0.2443	0.01	13.5834	0.12215	0.01
8.4292	0.2448	0.01	13.4292	0.1224	0.01
8.306	0.2449	0.01	13.306	0.12245	0.01
8.2808	0.2446	0.01	13.2808	0.1223	0.01
8.3154	0.2445	0.01	13.3154	0.12225	0.01
8.3081	0.2447	0.01	13.3081	0.12235	0.01
8.2428	0.2454	0.01	13.2428	0.1227	0.01
8.2204	0.2455	0.01	13.2204	0.12275	0.01
8.198	0.2457	0.01	13.198	0.12285	0.01
8.1373	0.2455	0.01	13.1373	0.12275	0.01
8.0007	0.2456	0.01	13.0007	0.1228	0.01
7.9316	0.2458	0.01	12.9316	0.1229	0.01
7.8211	0.2456	0.01	12.8211	0.1228	0.01
7.811	0.245	0.01	12.811	0.1225	0.01
7.8588	0.2446	0.01	12.8588	0.1223	0.01
7.8581	0.2441	0.01	12.8581	0.12205	0.01
7.7677	0.2438	0.01	12.7677	0.1219	0.01
7.6894	0.2434	0.01	12.6894	0.1217	0.01
7.4981	0.2432	0.01	12.4981	0.1216	0.01
7.3694	0.2433	0.01	12.3694	0.12165	0.01
7.3204	0.2437	0.01	12.3204	0.12185	0.01
7.2826	0.2435	0.01	12.2826	0.12175	0.01
7.1823	0.2433	0.01	12.1823	0.12165	0.01
7.0889	0.2431	0.01	12.0889	0.12155	0.01
7.0682	0.2432	0.01	12.0682	0.1216	0.01
7.0368	0.2433	0.01	12.0368	0.12165	0.01
7.0595	0.2434	0.01	12.0595	0.1217	0.01
7.0386	0.2437	0.01	12.0386	0.12185	0.01
7.033	0.244	0.01	12.033	0.122	0.01
7.053	0.2446	0.01	12.053	0.1223	0.01
7.1298	0.2454	0.01	12.1298	0.1227	0.01
7.1558	0.2457	0.01	12.1558	0.12285	0.01
7.1873	0.246	0.01	12.1873	0.123	0.01
7.1437	0.2461	0.01	12.1437	0.12305	0.01
6.9884	0.2456	0.01	11.9884	0.1228	0.01
6.8297	0.2458	0.01	11.8297	0.1229	0.01
6.7337	0.2456	0.01	11.7337	0.1228	0.01
6.6939	0.245	0.01	11.6939	0.1225	0.01
6.6541	0.2445	0.01	11.6541	0.12225	0.01
6.6668	0.2441	0.01	11.6668	0.12205	0.01
6.6851	0.2443	0.01	11.6851	0.12215	0.01
6.7225	0.2446	0.01	11.7225	0.1223	0.01
6.7056	0.2448	0.01	11.7056	0.1224	0.01
